employee_id,employee_name,employment_status,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,manager,monthly_gross_bdt,annual_total_reward_bdt,compa_ratio,goal_completion_percent,overall_performance_score,performance_rating,potential,promotion_readiness,leave_transactions,approved_leave_days,training_programs,training_hours,training_cost_bdt,average_training_feedback,average_pre_assessment,average_post_assessment,assessment_improvement,exit_type,exit_reason,regrettable_exit,tenure_at_exit_years
MG-GZP-SCL-0331,Rafiq Haque,Active at FY2025 year-end,Male,23,Under 25,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-28,,Rezaul Karim,58500,875400,1.13592233,78.1,76.8,Partially Meets,Low,Develop in Current Role,3,12.0,4,23.0,7694.0,4.1,58.5,75.25,16.75,,,,
MG-GZP-SCL-0334,Shafiq Islam,Active at FY2025 year-end,Male,29,25-34,Rangpur,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-03-31,,Mahmudul Hasan,63000,819000,1.22330097,83.9,80.3,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,7,54.0,12781.0,4.3,58.57,72.0,13.43,,,,
MG-GZP-SCL-0356,Rakib Mahmud,Active at FY2025 year-end,Male,29,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-04-20,,Rezaul Karim,46000,643000,0.89320388,72.3,72.6,Partially Meets,Medium,Develop in Current Role,4,12.0,2,18.0,3045.0,3.55,63.5,74.5,11.0,,,,
MG-GZP-SCL-0377,Sabbir Uddin,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-23,,Rezaul Karim,61000,848800,1.18446602,111.4,104.7,Outstanding,Medium,Ready in 1-2 Years,1,5.0,3,22.0,5175.0,3.87,60.33,86.33,26.0,,,,
MG-GZP-SCL-0379,Sadia Kabir,Active at FY2025 year-end,Female,26,25-34,Khulna,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-02-17,,Rezaul Karim,21000,314000,0.79245283,99.3,87.9,Meets Expectations,High,Ready in 1-2 Years,3,5.0,3,26.0,2456.0,3.8,56.33,69.0,12.67,,,,
MG-GZP-SCL-0419,Fahim Akter,Active at FY2025 year-end,Male,46,45+,Rangpur,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Assistant,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-01-05,,Rezaul Karim,33000,429000,1.24528302,81.2,82,Meets Expectations,Medium,Ready in 1-2 Years,2,1.0,2,18.0,3325.0,3.9,56.5,78.5,22.0,,,,
MG-GZP-SCL-0450,Rumana Kabir,Active at FY2025 year-end,Female,24,Under 25,Mymensingh,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Store Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-01-16,,Mahmudul Hasan,42500,595100,1.16438356,71.6,81.2,Meets Expectations,High,Ready in 1-2 Years,3,9.0,1,12.0,1404.0,4.1,66.0,83.0,17.0,,,,
MG-GZP-SCL-0474,Kamrul Kabir,Active at FY2025 year-end,Male,45,45+,Khulna,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-05-12,,Mahmudul Hasan,20000,288200,0.75471698,81.5,74.8,Partially Meets,Low,Develop in Current Role,1,1.0,0,0.0,0.0,,,,,,,,
MG-GZP-SCL-0495,Nusrat Haque,Active at FY2025 year-end,Female,28,25-34,Dhaka,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-01-28,,Mahmudul Hasan,24000,312000,0.90566038,92.4,90.3,Exceeds Expectations,Medium,Ready in 1-2 Years,3,117.0,1,8.0,1035.0,4.9,68.0,82.0,14.0,,,,
MG-NGJ-CUS-0200,Afroza Islam,Active at FY2025 year-end,Female,43,35-44,Rajshahi,Yes,Professional Certification,Customer Service,customer_service,CC-110,Customer Experience Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-05-12,,Rashedul Islam,93000,1378200,1.03333333,88.1,86.3,Meets Expectations,Medium,Ready in 1-2 Years,3,8.0,5,36.0,6303.0,4.1,69.4,81.2,11.8,,,,
MG-NGJ-CUS-0252,Rakib Alam,Active at FY2025 year-end,Male,28,25-34,Dhaka,No,Diploma,Customer Service,customer_service,CC-110,Customer Service Representative,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-01-24,,Rashedul Islam,29000,427200,0.79452055,81.3,76.8,Partially Meets,Medium,Develop in Current Role,2,3.0,1,12.0,1420.0,4.7,43.0,48.0,5.0,,,,
MG-NGJ-CUS-0276,Sabbir Karim,Active at FY2025 year-end,Male,44,35-44,Khulna,No,Bachelor,Customer Service,customer_service,CC-110,Service Quality Executive,Executive,Contract,Narayanganj Production Plant,narayanganj_production_plant,2018-09-09,,Rashedul Islam,99000,1336500,1.1,84.5,86.8,Meets Expectations,High,Ready in 1-2 Years,0,0.0,4,33.0,7246.0,3.97,67.75,86.75,19.0,,,,
MG-NGJ-ENG-0037,Arif Bhuiyan,Active at FY2025 year-end,Male,44,35-44,Rangpur,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-12-06,,Rakibul Hasan,25000,370600,0.94339623,100.3,96,Exceeds Expectations,Medium,Ready in 1-2 Years,3,8.0,3,22.0,4339.0,4.13,59.0,75.33,16.33,,,,
MG-NGJ-ENG-0144,Mahmud Khan,Active at FY2025 year-end,Male,47,45+,Khulna,No,Master,Engineering & Maintenance,engineering_and_maintenance,CC-107,Senior Manager - Engineering,Senior Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-11-24,,Rakibul Hasan,173500,2384500,0.80697674,86.1,90,Exceeds Expectations,Medium,Ready in 1-2 Years,1,7.0,3,22.0,4976.0,3.97,70.33,86.67,16.34,,,,
MG-NGJ-ENG-0198,Rafiq Mia,Active at FY2025 year-end,Male,21,Under 25,Chattogram,No,SSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2017-09-15,,Rakibul Hasan,27500,405600,1.03773585,82.2,83.4,Meets Expectations,High,Ready in 1-2 Years,3,12.0,2,16.0,2954.0,4.15,64.0,78.5,14.5,,,,
MG-NGJ-ENG-0259,Rakib Hossain,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Utilities Officer,Officer,,Narayanganj Production Plant,narayanganj_production_plant,2021-11-03,2025-11-23,Md. Moniruzzaman,,,,,,,,,1,1.0,5,42.0,7663.0,4.32,55.0,62.6,7.6,Voluntary,Personal / Family Reasons,No,4.05
MG-NGJ-ENG-0292,Fahim Rahman,Active at FY2025 year-end,Male,39,35-44,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Senior Maintenance Officer,Senior Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2016-06-20,,Md. Moniruzzaman,78500,1130300,1.12142857,90.2,82.9,Meets Expectations,High,Ready in 1-2 Years,1,3.0,2,16.0,3525.0,4.05,57.0,66.5,9.5,,,,
MG-NGJ-ENG-0309,Arif Khatun,Active at FY2025 year-end,Male,41,35-44,Barishal,No,Trade Certificate,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-09-01,,Rakibul Hasan,30000,405000,1.13207547,102.3,98.7,Exceeds Expectations,Low,Develop in Current Role,2,3.0,1,12.0,2159.0,4.8,46.0,46.0,0.0,,,,
MG-NGJ-ENG-0317,Rafiq Akter,Active at FY2025 year-end,Male,27,25-34,Chattogram,No,Diploma,Engineering & Maintenance,engineering_and_maintenance,CC-107,Technical Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-11-30,,Rakibul Hasan,33500,472100,0.91780822,100.1,94.8,Exceeds Expectations,Medium,Ready in 1-2 Years,1,4.0,0,0.0,0.0,,,,,,,,
MG-NGJ-ENG-0327,Shuvo Hossain,Active at FY2025 year-end,Male,26,25-34,Khulna,No,Master,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-07-23,,Md. Moniruzzaman,65000,935700,1.26213592,107.5,94.3,Exceeds Expectations,High,Ready Now,0,0.0,3,21.0,3854.0,4.47,60.67,75.67,15.0,,,,
MG-NGJ-ENG-0341,Rakib Chowdhury,Separated during FY2025,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,,Narayanganj Production Plant,narayanganj_production_plant,2022-11-10,2025-07-02,Md. Moniruzzaman,,,,,,,,,1,2.0,1,6.0,2000.0,5.0,63.0,85.0,22.0,Voluntary,Better Career Opportunity,Yes,2.64
MG-NGJ-ENG-0361,Ishrat Rahman,Active at FY2025 year-end,Female,39,35-44,Rajshahi,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Helper,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-01-06,,Rakibul Hasan,26000,338000,0.98113208,94.1,92.1,Exceeds Expectations,Medium,Ready in 1-2 Years,2,7.0,0,0.0,0.0,,,,,,,,
MG-NGJ-ENG-0408,Ashik Akter,Active at FY2025 year-end,Male,30,25-34,Chattogram,No,Trade Certificate,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2020-03-25,,Md. Moniruzzaman,25000,325000,0.94339623,118.8,103.3,Outstanding,Medium,Ready in 1-2 Years,1,4.0,5,29.0,6129.0,3.86,64.6,75.4,10.8,,,,
MG-NGJ-ENG-0449,Jahid Ferdous,Active at FY2025 year-end,Male,34,25-34,Chattogram,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Engineering Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-07-16,,Md. Moniruzzaman,141000,1989000,1.00714286,90.5,88.1,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,0,0.0,0.0,,,,,,,,
MG-NGJ-ENG-0455,Hasan Uddin,Active at FY2025 year-end,Male,30,25-34,Rangpur,No,Diploma,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2025-08-08,,Md. Moniruzzaman,44000,594000,1.20547945,83.5,78.4,Meets Expectations,High,Ready in 1-2 Years,2,6.0,0,0.0,0.0,,,,,,,,
MG-NGJ-ENG-0510,Saiful Bhuiyan,Active at FY2025 year-end,Male,24,Under 25,Chattogram,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-08-28,,Rakibul Hasan,31500,440200,1.18867925,96.2,88.5,Meets Expectations,Medium,Ready in 1-2 Years,2,3.0,0,0.0,0.0,,,,,,,,
MG-NGJ-FIN-0157,Mizanur Hasan,Active at FY2025 year-end,Male,23,Under 25,Khulna,No,HSC,Finance & Accounts,finance_and_accounts,CC-104,Cash Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2016-04-08,,Shafiqur Rahman,30500,448700,0.83561644,74.9,72.9,Partially Meets,Medium,Develop in Current Role,2,5.0,3,20.0,3257.0,4.2,53.33,69.67,16.34,,,,
MG-NGJ-FIN-0354,Ahsan Rashid,Active at FY2025 year-end,Male,26,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2018-09-19,,Sadia Islam,44000,662000,1.20547945,97.8,87.8,Meets Expectations,Low,Develop in Current Role,1,1.0,1,8.0,499.0,4.3,63.0,70.0,7.0,,,,
MG-NGJ-FIN-0445,Imran Talukder,Active at FY2025 year-end,Male,37,35-44,Dhaka,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-04-05,,Shafiqur Rahman,143500,2047000,1.025,91.3,89.5,Meets Expectations,Medium,Ready in 1-2 Years,2,6.0,4,26.0,6088.0,4.12,53.0,64.5,11.5,,,,
MG-NGJ-HRA-0089,Hasan Ferdous,Active at FY2025 year-end,Male,23,Under 25,Chattogram,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Assistant,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2018-01-11,,Md. Imran Hossain,42000,546000,1.15068493,84.2,87.5,Meets Expectations,Low,Develop in Current Role,2,3.0,1,6.0,867.0,4.8,62.0,72.0,10.0,,,,
MG-NGJ-HRA-0319,Md. Karim Hasan,Active at FY2025 year-end,Male,35,35-44,Chattogram,No,Master,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-02-26,,Md. Imran Hossain,44500,600800,0.86407767,90.5,86,Meets Expectations,Low,Develop in Current Role,2,5.0,3,26.0,3067.0,4.4,70.33,80.33,10.0,,,,
MG-NGJ-IT-0104,Tareq Hasan,Active at FY2025 year-end,Male,23,Under 25,Dhaka,No,Diploma,Information Technology,information_technology,CC-108,Junior Developer,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-11-03,,Tanjina Akter,37000,520000,1.01369863,83.9,82.2,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,5,38.0,8611.0,4.3,62.0,76.0,14.0,,,,
MG-NGJ-IT-0435,Md. Rahim Chowdhury,Active at FY2025 year-end,Male,39,35-44,Rangpur,No,Professional Certification,Information Technology,information_technology,CC-108,Applications Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-02-03,,Sabbir Hossain,121000,1728900,0.86428571,75,78.3,Meets Expectations,Medium,Ready in 1-2 Years,4,15.0,3,30.0,3620.0,4.5,65.67,83.67,18.0,,,,
MG-NGJ-PRD-0022,Shakil Khatun,Separated during FY2025,Male,,,,,,Production,production,CC-101,Machine Operator,Worker,,Narayanganj Production Plant,narayanganj_production_plant,2019-07-26,2025-06-04,Md. Shahidul Islam,,,,,,,,,3,5.0,2,16.0,3764.0,3.8,49.5,66.5,17.0,Voluntary,Personal / Family Reasons,No,5.86
MG-NGJ-PRD-0024,Sabbir Kabir,Active at FY2025 year-end,Male,31,25-34,Dhaka,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-06-17,,Abdul Karim,25000,370600,0.94339623,83.5,79,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,5,44.0,7458.0,3.92,57.6,73.4,15.8,,,,
MG-NGJ-PRD-0039,Mst. Roksana Talukder,Active at FY2025 year-end,Female,23,Under 25,Rajshahi,No,HSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2015-11-02,,Abdul Karim,30000,440700,1.13207547,99.4,88.6,Meets Expectations,Medium,Ready in 1-2 Years,1,4.0,1,4.0,930.0,4.6,60.0,82.0,22.0,,,,
MG-NGJ-PRD-0043,Ayesha Kabir,Active at FY2025 year-end,Female,37,35-44,Chattogram,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-04-02,,Md. Shahidul Islam,29500,383500,1.11320755,86.4,77.1,Partially Meets,Medium,Develop in Current Role,0,0.0,1,8.0,429.0,4.4,70.0,92.0,22.0,,,,
MG-NGJ-PRD-0048,Monir Noor,Active at FY2025 year-end,Male,35,35-44,Dhaka,No,Bachelor,Production,production,CC-101,Shift Supervisor,Senior Officer,Contract,Narayanganj Production Plant,narayanganj_production_plant,2022-06-17,,Md. Shahidul Islam,79500,1073200,1.13571429,97.9,92.1,Exceeds Expectations,Medium,Ready in 1-2 Years,3,13.0,1,8.0,1961.0,3.4,52.0,72.0,20.0,,,,
MG-NGJ-PRD-0065,Sabbir Kabir,Active at FY2025 year-end,Male,25,25-34,Rangpur,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Intern,Narayanganj Production Plant,narayanganj_production_plant,2020-04-14,,Abdul Karim,39000,526500,1.06849315,87.6,86.5,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,2,11.0,2953.0,4.45,50.0,70.5,20.5,,,,
MG-NGJ-PRD-0083,Farhan Rahman,Active at FY2025 year-end,Male,30,25-34,Chattogram,Yes,Bachelor,Production,production,CC-101,Planning Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-08-25,,Md. Shahidul Islam,80000,1147800,0.88888889,92.7,89.1,Meets Expectations,Medium,Ready in 1-2 Years,2,10.0,4,34.0,3582.0,4.08,60.25,79.75,19.5,,,,
MG-NGJ-PRD-0107,Tanvir Islam,Active at FY2025 year-end,Male,26,25-34,Rajshahi,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-05-18,,Md. Shahidul Islam,23000,341100,0.86792453,84.4,87.9,Meets Expectations,Medium,Ready in 1-2 Years,3,4.0,1,6.0,1196.0,3.4,55.0,73.0,18.0,,,,
MG-NGJ-PRD-0115,Fahim Karim,Active at FY2025 year-end,Male,33,25-34,Khulna,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Probation,Narayanganj Production Plant,narayanganj_production_plant,2018-01-25,,Md. Shahidul Islam,64000,832000,1.24271845,98.7,88.3,Meets Expectations,High,Ready in 1-2 Years,2,2.0,5,31.0,8176.0,4.42,65.8,77.2,11.4,,,,
MG-NGJ-PRD-0116,Rashed Sultana,Active at FY2025 year-end,Male,33,25-34,Dhaka,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-03-06,,Md. Shahidul Islam,35000,529500,0.95890411,78.2,82.3,Meets Expectations,High,Ready in 1-2 Years,3,4.0,5,42.0,7676.0,4.22,58.6,68.4,9.8,,,,
MG-NGJ-PRD-0120,Nazmul Noor,Active at FY2025 year-end,Male,41,35-44,Chattogram,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2017-05-22,,Md. Shahidul Islam,20500,316300,0.77358491,97.3,94.7,Exceeds Expectations,Medium,Ready in 1-2 Years,3,10.0,2,18.0,4039.0,4.5,67.5,80.0,12.5,,,,
MG-NGJ-PRD-0131,Nazmul Akter,Separated during FY2025,Male,,,,,,Production,production,CC-101,Senior Production Officer,Senior Officer,,Narayanganj Production Plant,narayanganj_production_plant,2019-12-10,2025-09-05,Md. Shahidul Islam,,,,,,,,,2,7.0,2,24.0,1958.0,3.95,54.0,54.0,0.0,Voluntary,Health Reasons,No,5.74
MG-NGJ-PRD-0135,Saiful Islam,Active at FY2025 year-end,Male,37,35-44,Sylhet,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-06-13,,Abdul Karim,20500,305000,0.77358491,96.7,90.1,Exceeds Expectations,Medium,Ready in 1-2 Years,1,0.0,0,0.0,0.0,,,,,,,,
MG-NGJ-PRD-0163,Shakil Sarker,Active at FY2025 year-end,Male,35,35-44,Rajshahi,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-05-14,,Abdul Karim,60500,874400,1.17475728,85.8,87.3,Meets Expectations,Medium,Ready in 1-2 Years,3,4.0,0,0.0,0.0,,,,,,,,
MG-NGJ-PRD-0166,Jahid Mahmud,Active at FY2025 year-end,Male,40,35-44,Rangpur,No,Professional Certification,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-08-07,,Abdul Karim,191500,2735800,0.89069767,93.4,93.3,Exceeds Expectations,High,Ready Now,3,4.0,5,39.0,6746.0,4.4,66.8,80.8,14.0,,,,
MG-NGJ-PRD-0174,Mahmud Alam,Active at FY2025 year-end,Male,34,25-34,Khulna,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2015-08-01,,Md. Shahidul Islam,28500,370500,0.78082192,107.4,98.7,Exceeds Expectations,Medium,Ready in 1-2 Years,3,5.0,3,26.0,5653.0,4.1,64.33,74.67,10.34,,,,
MG-NGJ-PRD-0189,Nazmul Haque,Active at FY2025 year-end,Male,30,25-34,Rajshahi,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-04-13,,Md. Shahidul Islam,23500,347800,0.88679245,85.3,83.8,Meets Expectations,Medium,Ready in 1-2 Years,1,2.0,4,42.0,4965.0,4.35,56.5,74.5,18.0,,,,
MG-NGJ-PRD-0192,Priyanka Karim,Active at FY2025 year-end,Not Disclosed,29,25-34,Khulna,No,Bachelor,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-02-02,,Abdul Karim,34000,479800,0.93150685,87,85.3,Meets Expectations,High,Ready in 1-2 Years,2,11.0,1,8.0,1591.0,5.0,59.0,77.0,18.0,,,,
MG-NGJ-PRD-0226,Sabbir Chowdhury,Active at FY2025 year-end,Male,30,25-34,Rangpur,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-04-28,,Md. Shahidul Islam,28500,404700,1.0754717,113.2,98.6,Exceeds Expectations,High,Ready Now,1,4.0,3,36.0,4363.0,4.27,60.0,76.33,16.33,,,,
MG-NGJ-PRD-0244,Md. Rahim Uddin,Active at FY2025 year-end,Male,34,25-34,Chattogram,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-11-17,,Md. Shahidul Islam,32500,459100,1.22641509,79.4,79,Meets Expectations,Medium,Ready in 1-2 Years,3,2.0,2,20.0,2955.0,4.25,55.5,74.0,18.5,,,,
MG-NGJ-PRD-0257,Nazmul Alam,Active at FY2025 year-end,Male,21,Under 25,Khulna,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-05-17,,Abdul Karim,24000,367800,0.90566038,98.2,90.3,Exceeds Expectations,Medium,Ready in 1-2 Years,2,9.0,2,16.0,4248.0,3.7,55.0,75.0,20.0,,,,
MG-NGJ-PRD-0271,Hasan Ferdous,Active at FY2025 year-end,Male,20,Under 25,Sylhet,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2017-12-19,,Abdul Karim,29000,441700,1.09433962,85.1,82.6,Meets Expectations,Medium,Ready in 1-2 Years,3,11.0,4,34.0,4546.0,4.42,59.75,77.25,17.5,,,,
MG-NGJ-PRD-0285,Asif Talukder,Active at FY2025 year-end,Male,42,35-44,Khulna,No,Master,Production,production,CC-101,Production Manager,Manager,Probation,Narayanganj Production Plant,narayanganj_production_plant,2017-09-16,,Abdul Karim,113500,1475500,0.81071429,75,76.3,Partially Meets,Medium,Develop in Current Role,1,1.0,3,24.0,3636.0,4.57,57.67,62.0,4.33,,,,
MG-NGJ-PRD-0286,Nazmul Jahan,Active at FY2025 year-end,Male,32,25-34,Chattogram,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-09-25,,Md. Shahidul Islam,58500,843200,1.13592233,83.7,87,Meets Expectations,Medium,Ready in 1-2 Years,2,7.0,3,28.0,3994.0,4.2,56.33,65.33,9.0,,,,
MG-NGJ-PRD-0287,Tasnim Islam,Active at FY2025 year-end,Female,24,Under 25,Dhaka,No,HSC,Production,production,CC-101,Production Operator,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2023-04-08,,Abdul Karim,28000,378000,1.05660377,82.9,79.9,Meets Expectations,Medium,Ready in 1-2 Years,3,119.0,1,6.0,1811.0,4.6,74.0,97.0,23.0,,,,
MG-NGJ-PRD-0321,Ayesha Hossain,Separated during FY2025,Female,,,,,,Production,production,CC-101,Shift Officer,Officer,,Narayanganj Production Plant,narayanganj_production_plant,2019-12-06,2025-04-28,Md. Shahidul Islam,,,,,,,,,3,14.0,3,18.0,5245.0,3.63,60.33,82.0,21.67,Voluntary,Personal / Family Reasons,No,5.39
MG-NGJ-PRD-0330,Sadia Chowdhury,Active at FY2025 year-end,Female,37,35-44,Mymensingh,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-11-20,,Md. Shahidul Islam,91500,1310200,1.01666667,86.4,82.9,Meets Expectations,High,Ready in 1-2 Years,2,1.0,4,29.0,5927.0,4.27,61.25,69.75,8.5,,,,
MG-NGJ-PRD-0351,Fahim Islam,Active at FY2025 year-end,Male,29,25-34,Sylhet,No,Trade Certificate,Production,production,CC-101,Packing Assistant,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2020-01-04,,Md. Shahidul Islam,22000,286000,0.83018868,111.9,100.3,Outstanding,Low,Develop in Current Role,3,15.0,4,42.0,4694.0,4.47,62.25,76.25,14.0,,,,
MG-NGJ-PRD-0385,Rakib Chowdhury,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-07-08,,Abdul Karim,26500,405400,1,96.9,96.4,Exceeds Expectations,Medium,Ready in 1-2 Years,2,4.0,1,6.0,2363.0,4.6,69.0,69.0,0.0,,,,
MG-NGJ-PRD-0406,Mehedi Sarker,Active at FY2025 year-end,Male,41,35-44,Rangpur,No,Bachelor,Production,production,CC-101,Plant Operations Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2018-10-16,,Abdul Karim,169000,2416600,1.20714286,87,88.6,Meets Expectations,Low,Develop in Current Role,0,0.0,4,36.0,8154.0,4.35,52.5,69.5,17.0,,,,
MG-NGJ-PRD-0407,Md. Karim Karim,Separated during FY2025,Male,,,,,,Production,production,CC-101,Shift Supervisor,Senior Officer,,Narayanganj Production Plant,narayanganj_production_plant,2021-04-28,2025-04-30,Md. Shahidul Islam,,,,,,,,,1,2.0,1,12.0,2551.0,3.5,64.0,64.0,0.0,Voluntary,Personal / Family Reasons,No,4.01
MG-NGJ-PRD-0411,Zahid Jahan,Active at FY2025 year-end,Male,44,35-44,Rajshahi,No,Master,Production,production,CC-101,Production Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-06-01,,Abdul Karim,154500,2125500,1.10357143,91.6,92.2,Exceeds Expectations,Medium,Ready in 1-2 Years,3,5.0,1,12.0,1626.0,3.9,71.0,88.0,17.0,,,,
