Program ID,Program Name,Category,Training Date,Employee ID,Employee Name,Department,Job Level,Mode,Provider,Venue,Hours,Completion Status,Pre-Assessment Score,Post-Assessment Score,Feedback Rating,Cost (BDT),Mandatory
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-CTG-SCL-0028,Md. Rahim Chowdhury,Supply Chain & Logistics,Worker,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,43,68,4,2581,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-CST-0103,Mizanur Alam,Corporate Strategy,Senior Officer,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Not Completed,62,62,4.1,1626,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-PRD-0247,Shakil Talukder,Production,Officer,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,62,87,5,2224,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-CTG-SAM-0100,Moumita Sultana,Sales & Marketing,Junior Staff,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,57,73,4.1,1778,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-RAJ-FIN-0430,Sultana Haque,Finance & Accounts,Executive,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,43,59,4.6,621,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-NGJ-PRD-0174,Mahmud Alam,Production,Junior Staff,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,66,78,4,1712,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-NGJ-SAM-0291,Mim Mahmud,Sales & Marketing,Officer,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,44,62,4.4,1777,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-PRD-0316,Tareq Ferdous,Production,Worker,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,52,63,4.4,515,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-PRD-0011,Mehedi Jahan,Production,Executive,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,68,84,4.2,2560,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-NGJ-PRD-0189,Nazmul Haque,Production,Worker,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,58,71,3.9,705,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-ENG-0443,Tanvir Khan,Engineering & Maintenance,Executive,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,40,58,4.3,1013,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-DHK-PRO-0041,Rakib Khatun,Procurement,Junior Staff,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,61,79,4.1,627,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-CTG-SCL-0417,Md. Rahim Jahan,Supply Chain & Logistics,Senior Manager,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,43,67,3.8,1481,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-DHK-FIN-0127,Ayesha Bhuiyan,Finance & Accounts,Senior Officer,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,62,90,3.9,2385,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-SCL-0185,Priyanka Hasan,Supply Chain & Logistics,Officer,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,61,72,4.9,518,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-CTG-PRD-0193,Tareq Mahmud,Production,Worker,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,69,75,4.1,2306,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-PRD-0112,Ashik Sarker,Production,Junior Staff,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,73,90,4.9,2442,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-PRO-0333,Ahsan Hossain,Procurement,Executive,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,61,80,3.9,757,No
TRN-026,Business Communication,Soft Skills,2025-09-24,MG-GZP-IT-0196,Nazmul Mia,Information Technology,Executive,In-person,Local Training Institute,Gazipur Manufacturing Unit,8,Completed,70,94,4.3,2324,No
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-ENG-0035,Arif Rahman,Engineering & Maintenance,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Not Completed,64,64,4.5,1029,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-SAM-0397,Ahsan Akter,Sales & Marketing,Executive,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,59,87,4.5,666,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0316,Tareq Ferdous,Production,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,75,88,4.6,1618,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-RAJ-QAS-0049,Shakil Chowdhury,Quality Assurance,Manager,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,75,91,4.3,2406,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-ENG-0275,Monir Rahman,Engineering & Maintenance,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,62,71,4.4,720,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-SCL-0377,Sabbir Uddin,Supply Chain & Logistics,Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,65,94,4.2,2341,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-CTG-PRD-0332,Asif Alam,Production,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,64,94,4.7,2221,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-LGL-0323,Tahmina Bhuiyan,Legal & Compliance,Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,53,53,3.8,1847,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-QAS-0277,Zahid Chowdhury,Quality Assurance,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,61,90,4.2,1658,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-CTG-SAM-0232,Jannatul Ferdous,Sales & Marketing,Executive,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,56,64,5,1123,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0266,Farhan Islam,Production,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,51,70,4.8,1240,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0070,Nusrat Mahmud,Production,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,63,67,4.1,2016,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-PRO-0041,Rakib Khatun,Procurement,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,58,75,5,719,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-HRA-0040,Shakil Ferdous,HR & Administration,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,72,96,4,2169,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0228,Shuvo Ahmed,Production,Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,57,65,5,1677,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRO-0335,Rafiq Hasan,Procurement,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,47,63,3.6,2409,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-SCL-0331,Rafiq Haque,Supply Chain & Logistics,Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,45,66,3.8,1941,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-ENG-0282,Shafiq Noor,Engineering & Maintenance,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,56,56,4.8,702,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-NGJ-PRD-0321,Ayesha Hossain,Production,Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,54,89,3.7,565,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-SAM-0394,Sultana Ahmed,Sales & Marketing,Executive,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,75,82,4,1362,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-FIN-0079,Nusrat Karim,Finance & Accounts,Manager,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,50,70,3,2019,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-SAM-0068,Riyad Chowdhury,Sales & Marketing,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,62,77,5,1454,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0383,Jannatul Bhuiyan,Production,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,46,63,4.7,2568,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0390,Mahmud Sarker,Production,Executive,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,39,62,3.9,891,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0180,Lubna Sarker,Production,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,58,67,4.8,1742,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-IT-0414,Hasan Ahmed,Information Technology,Executive,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,62,86,4,588,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0509,Nusrat Sarker,Production,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,61,68,4.1,523,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-QAS-0140,Nayeem Noor,Quality Assurance,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Not Completed,76,76,4.5,538,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-NGJ-ENG-0292,Fahim Rahman,Engineering & Maintenance,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,59,72,4.2,1856,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-RAJ-SAM-0179,Tanjina Rahman,Sales & Marketing,Junior Staff,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,76,86,4.3,1186,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-GZP-PRD-0082,Ashik Jahan,Production,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,79,98,4.2,2578,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-CST-0054,Jahid Uddin,Corporate Strategy,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,65,79,4.5,1593,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-PRO-0122,Kamrul Sarker,Procurement,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,58,74,3.8,2020,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-CTG-HRA-0220,Sumaiya Khatun,HR & Administration,Executive,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,71,85,4.2,1931,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-CTG-SCL-0028,Md. Rahim Chowdhury,Supply Chain & Logistics,Worker,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,59,81,4,1771,Yes
TRN-027,Anti-Harassment & Respectful Workplace,Compliance,2025-03-03,MG-DHK-HRA-0101,Nabila Islam,HR & Administration,Senior Officer,Blended,Internal HR,Gazipur Manufacturing Unit,4,Completed,45,51,4.4,1415,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-CST-0113,Sharmin Mia,Corporate Strategy,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,52,69,4.6,2036,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0107,Tanvir Islam,Production,Worker,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,55,73,3.4,1196,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRD-0078,Mahmud Hasan,Production,Senior Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,58,76,4.7,2110,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-ENG-0183,Imran Hasan,Engineering & Maintenance,Junior Staff,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,69,79,4.4,1006,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-SAM-0142,Md. Rahim Talukder,Sales & Marketing,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,63,82,4.5,663,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-SCL-0087,Tanvir Rahman,Supply Chain & Logistics,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,78,98,5,1451,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-SCL-0167,Priyanka Sultana,Supply Chain & Logistics,Junior Staff,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,69,74,4.2,964,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRO-0352,Shafiq Sarker,Procurement,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,61,83,4.5,1061,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-CST-0092,Farzana Akter,Corporate Strategy,Senior Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,62,71,3.9,1062,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRD-0322,Mehedi Mia,Production,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,56,83,4.4,491,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-SAM-0128,Rashed Islam,Sales & Marketing,Junior Staff,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,52,72,4.2,755,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-FIN-0268,Mizanur Mahmud,Finance & Accounts,Senior Manager,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,43,59,3.8,1404,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0115,Fahim Karim,Production,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,65,79,4.5,1794,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRD-0247,Shakil Talukder,Production,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,57,78,4.6,643,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-SAM-0446,Rakib Talukder,Sales & Marketing,Senior Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,61,73,3.6,1091,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-HRA-0089,Hasan Ferdous,HR & Administration,Junior Staff,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,62,72,4.8,867,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-HRA-0050,Jahid Karim,HR & Administration,Senior Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,50,53,4.1,1391,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRD-0033,Sabbir Bhuiyan,Production,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,68,82,4,1289,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-CTG-CST-0318,Raisa Ferdous,Corporate Strategy,Senior Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,70,83,4.2,1362,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-SCL-0329,Hasan Alam,Supply Chain & Logistics,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,56,74,4.3,1981,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRD-0118,Jahid Islam,Production,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,63,70,4.4,1724,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0432,Mizanur Islam,Production,Junior Staff,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,63,82,4.1,1074,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-IT-0104,Tareq Hasan,Information Technology,Junior Staff,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,57,71,4.4,2198,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0461,Ayesha Ahmed,Production,Worker,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,65,71,3.7,466,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-FIN-0114,Hasan Mahmud,Finance & Accounts,Manager,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,60,68,4.7,594,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-SAM-0358,Rakib Noor,Sales & Marketing,Officer,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Not Completed,54,54,4.3,1904,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0271,Hasan Ferdous,Production,Worker,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,58,76,4.5,1738,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-FIN-0445,Imran Talukder,Finance & Accounts,Manager,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,45,58,4.4,1840,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-SCL-0379,Sadia Kabir,Supply Chain & Logistics,Worker,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,52,70,3.9,950,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-SAM-0264,Sabbir Chowdhury,Sales & Marketing,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,67,78,4,1375,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0413,Arif Jahan,Production,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,65,77,4.2,1760,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-SAM-0394,Sultana Ahmed,Sales & Marketing,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,60,84,4.5,2314,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-NGJ-PRD-0330,Sadia Chowdhury,Production,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,66,81,4.3,1576,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-CST-0038,Sharmeen Ferdous,Corporate Strategy,Executive,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,67,74,3.7,2374,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-DHK-ENG-0425,Asif Noor,Engineering & Maintenance,Manager,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Completed,56,84,4.2,2365,Yes
TRN-028,Procurement Ethics & Vendor Governance,Compliance,2025-06-20,MG-GZP-PRD-0302,Mehedi Bhuiyan,Production,Senior Manager,In-person,Procurement Consultant,Gazipur Manufacturing Unit,6,Not Completed,65,65,4.1,2212,Yes
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-NGJ-IT-0104,Tareq Hasan,Information Technology,Junior Staff,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,65,93,4.5,969,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRD-0119,Sumaiya Khatun,Production,Junior Staff,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,65,81,4.6,672,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-RAJ-FIN-0430,Sultana Haque,Finance & Accounts,Executive,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,59,77,3.8,1143,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRO-0352,Shafiq Sarker,Procurement,Executive,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,53,64,4.1,553,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRD-0118,Jahid Islam,Production,Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,54,72,3.7,1770,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRD-0165,Saiful Akter,Production,Worker,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,64,75,4.6,2174,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRO-0308,Mehedi Jahan,Procurement,Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Not Completed,59,59,3.4,2081,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-IT-0207,Rafiq Hossain,Information Technology,Junior Staff,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,50,69,4.7,1443,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-NGJ-ENG-0408,Ashik Akter,Engineering & Maintenance,Worker,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,58,67,4.7,742,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-SAM-0444,Monir Ferdous,Sales & Marketing,Senior Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,66,77,4.3,2183,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Senior Manager,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,76,93,3.7,1200,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-CTG-SAM-0403,Ishrat Bhuiyan,Sales & Marketing,Junior Staff,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,49,58,4.9,1179,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-HRA-0178,Ishrat Ferdous,HR & Administration,Executive,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,57,75,4.1,1809,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-FIN-0079,Nusrat Karim,Finance & Accounts,Manager,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,53,61,4.3,1659,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRD-0156,Rafiq Uddin,Production,Senior Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,66,88,4.7,1944,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRD-0227,Ashik Karim,Production,Worker,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,52,76,4.1,1207,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-QAS-0138,Saiful Jahan,Quality Assurance,Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,60,64,4.2,1432,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-SCL-0331,Rafiq Haque,Supply Chain & Logistics,Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,67,82,4.6,1808,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-NGJ-PRD-0024,Sabbir Kabir,Production,Worker,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,48,60,3.8,1538,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-CUS-0212,Riyad Rahman,Customer Service,Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,48,64,4.1,613,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-FIN-0134,Zahid Rashid,Finance & Accounts,Manager,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,77,87,4.2,774,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-ENG-0374,Mizanur Talukder,Engineering & Maintenance,Worker,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,58,72,4.3,1201,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-PRD-0106,Mahmud Ahmed,Production,Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,49,65,3.2,496,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-CTG-CST-0229,Afroza Islam,Corporate Strategy,Senior Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,62,82,4.3,507,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-FIN-0365,Ahsan Karim,Finance & Accounts,Executive,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,57,82,4.5,2086,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-GZP-CUS-0297,Rafiq Bhuiyan,Customer Service,Junior Staff,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,79,98,4,1454,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-SAM-0007,Tareq Akter,Sales & Marketing,Junior Staff,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,66,95,4.4,2006,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-DHK-CST-0092,Farzana Akter,Corporate Strategy,Senior Officer,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,60,70,4,1371,No
TRN-029,VAT & Tax Update Bangladesh,Finance,2025-04-19,MG-CTG-SAM-0232,Jannatul Ferdous,Sales & Marketing,Executive,Blended,Tax Consultant,Rajshahi Regional Office,8,Completed,58,74,4.1,1576,No
