leave_id,employee_id,employee_name,department,location,leave_type,start_date,end_date,leave_days,reason_category,approval_status,approved_by
LV-00433,MG-NGJ-ENG-0198,Rafiq Mia,Engineering & Maintenance,Narayanganj Production Plant,Annual Leave,2025-01-15,2025-01-17,3,Personal / Vacation,Approved,Rakibul Hasan
LV-00434,MG-NGJ-CUS-0200,Afroza Islam,Customer Service,Narayanganj Production Plant,Annual Leave,2025-02-03,2025-02-04,2,Personal / Vacation,Approved,Rashedul Islam
LV-00435,MG-NGJ-CUS-0200,Afroza Islam,Customer Service,Narayanganj Production Plant,Annual Leave,2025-01-17,2025-01-20,4,Personal / Vacation,Approved,Rashedul Islam
LV-00436,MG-NGJ-CUS-0200,Afroza Islam,Customer Service,Narayanganj Production Plant,Sick Leave,2025-11-06,2025-11-07,2,Minor Illness,Approved,Rashedul Islam
LV-00437,MG-DHK-SAM-0201,Mehedi Karim,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-04-09,2025-04-09,1,Urgent Personal Matter,Pending,Farzana Rahman
LV-00438,MG-GZP-PRD-0202,Nadia Noor,Production,Gazipur Manufacturing Unit,Annual Leave,2025-02-15,2025-02-16,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00439,MG-GZP-PRD-0202,Nadia Noor,Production,Gazipur Manufacturing Unit,Sick Leave,2025-02-01,2025-02-03,3,Fever / Flu,Approved,Md. Shahidul Islam
LV-00440,MG-DHK-FIN-0203,Mizanur Hasan,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-03-21,2025-03-24,4,Fever / Flu,Approved,Shafiqur Rahman
LV-00441,MG-DHK-FIN-0203,Mizanur Hasan,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-03-16,2025-03-19,4,Medical Appointment,Approved,Shafiqur Rahman
LV-00442,MG-GZP-SAM-0204,Sabbir Mia,Sales & Marketing,Gazipur Manufacturing Unit,Sick Leave,2025-10-18,2025-10-18,1,Medical Appointment,Approved,Tanvir Ahmed
LV-00443,MG-GZP-SAM-0204,Sabbir Mia,Sales & Marketing,Gazipur Manufacturing Unit,Casual Leave,2025-12-12,2025-12-12,1,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00444,MG-GZP-FIN-0205,Farhan Islam,Finance & Accounts,Gazipur Manufacturing Unit,Annual Leave,2025-04-04,2025-04-07,4,Personal / Vacation,Approved,Shafiqur Rahman
LV-00445,MG-CTG-PRD-0206,Hasan Kabir,Production,Chattogram Distribution Hub,Annual Leave,2025-09-28,2025-09-29,2,Personal / Vacation,Approved,Abdul Karim
LV-00446,MG-CTG-PRD-0206,Hasan Kabir,Production,Chattogram Distribution Hub,Sick Leave,2025-08-31,2025-09-02,3,Medical Appointment,Approved,Abdul Karim
LV-00447,MG-CTG-PRD-0206,Hasan Kabir,Production,Chattogram Distribution Hub,Casual Leave,2025-09-01,2025-09-03,3,Urgent Personal Matter,Approved,Abdul Karim
LV-00448,MG-DHK-IT-0207,Rafiq Hossain,Information Technology,Dhaka Corporate Office,Unpaid Leave,2025-08-12,2025-08-17,6,Extended Personal Matter,Approved,Tanjina Akter
LV-00449,MG-DHK-IT-0207,Rafiq Hossain,Information Technology,Dhaka Corporate Office,Annual Leave,2025-03-16,2025-03-18,3,Personal / Vacation,Approved,Tanjina Akter
LV-00450,MG-CTG-SAM-0208,Imran Alam,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-02-28,2025-03-04,5,Personal / Vacation,Pending,Tanvir Ahmed
LV-00451,MG-CTG-SAM-0208,Imran Alam,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-08-17,2025-08-19,3,Medical Appointment,Approved,Tanvir Ahmed
LV-00452,MG-DHK-SAM-0209,Ashik Mia,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-06-04,2025-06-07,4,Personal / Vacation,Approved,Farzana Rahman
LV-00453,MG-DHK-SAM-0209,Ashik Mia,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-03-21,2025-03-22,2,Personal / Vacation,Approved,Farzana Rahman
LV-00454,MG-GZP-PRD-0210,Rakib Rahman,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-06-11,2025-06-16,6,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00455,MG-GZP-PRD-0210,Rakib Rahman,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-03-13,2025-03-19,7,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00456,MG-GZP-PRD-0210,Rakib Rahman,Production,Gazipur Manufacturing Unit,Casual Leave,2025-10-19,2025-10-19,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00457,MG-GZP-SCL-0211,Hasan Hossain,Supply Chain & Logistics,Gazipur Manufacturing Unit,Paternity Leave,2025-04-07,2025-04-13,7,New Child,Approved,Rezaul Karim
LV-00458,MG-GZP-SCL-0211,Hasan Hossain,Supply Chain & Logistics,Gazipur Manufacturing Unit,Paternity Leave,2025-12-02,2025-12-08,7,New Child,Approved,Rezaul Karim
LV-00459,MG-DHK-CUS-0212,Riyad Rahman,Customer Service,Dhaka Corporate Office,Sick Leave,2025-01-10,2025-01-13,4,Minor Illness,Approved,Jannatul Ferdous
LV-00460,MG-DHK-CUS-0212,Riyad Rahman,Customer Service,Dhaka Corporate Office,Annual Leave,2025-03-03,2025-03-07,5,Personal / Vacation,Approved,Jannatul Ferdous
LV-00461,MG-DHK-CUS-0212,Riyad Rahman,Customer Service,Dhaka Corporate Office,Sick Leave,2025-08-29,2025-08-31,3,Minor Illness,Approved,Jannatul Ferdous
LV-00462,MG-DHK-FIN-0213,Tasnim Akter,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-01-30,2025-02-02,4,Minor Illness,Approved,Sadia Islam
LV-00463,MG-GZP-PRD-0214,Tareq Khan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-11-04,2025-11-05,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00464,MG-GZP-PRD-0215,Zahid Haque,Production,Gazipur Manufacturing Unit,Sick Leave,2025-10-10,2025-10-13,4,Minor Illness,Approved,Md. Shahidul Islam
LV-00465,MG-GZP-PRD-0215,Zahid Haque,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-10-17,2025-10-24,8,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00466,MG-GZP-PRD-0215,Zahid Haque,Production,Gazipur Manufacturing Unit,Paternity Leave,2025-08-02,2025-08-08,7,New Child,Approved,Md. Shahidul Islam
LV-00467,MG-RAJ-ENG-0216,Sabbir Ahmed,Engineering & Maintenance,Rajshahi Regional Office,Casual Leave,2025-12-10,2025-12-10,1,Urgent Personal Matter,Approved,Rakibul Hasan
LV-00468,MG-DHK-HRA-0217,Priyanka Talukder,HR & Administration,Dhaka Corporate Office,Unpaid Leave,2025-04-21,2025-04-28,8,Extended Personal Matter,Approved,Nusrat Jahan
LV-00469,MG-DHK-HRA-0217,Priyanka Talukder,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-03-16,2025-03-18,3,Urgent Personal Matter,Approved,Nusrat Jahan
LV-00470,MG-DHK-HRA-0217,Priyanka Talukder,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-03-08,2025-03-11,4,Personal / Vacation,Approved,Nusrat Jahan
LV-00471,MG-CTG-SCL-0218,Rashed Talukder,Supply Chain & Logistics,Chattogram Distribution Hub,Sick Leave,2025-07-08,2025-07-10,3,Fever / Flu,Approved,Rezaul Karim
LV-00472,MG-CTG-SCL-0218,Rashed Talukder,Supply Chain & Logistics,Chattogram Distribution Hub,Sick Leave,2025-05-12,2025-05-14,3,Minor Illness,Approved,Rezaul Karim
LV-00473,MG-GZP-ENG-0219,Hasan Mia,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-06-23,2025-06-23,1,Personal / Vacation,Approved,Rakibul Hasan
LV-00474,MG-GZP-ENG-0219,Hasan Mia,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-10-14,2025-10-14,1,Personal / Vacation,Approved,Rakibul Hasan
LV-00475,MG-GZP-ENG-0219,Hasan Mia,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-01-13,2025-01-15,3,Personal / Vacation,Approved,Rakibul Hasan
LV-00476,MG-CTG-HRA-0220,Sumaiya Khatun,HR & Administration,Chattogram Distribution Hub,Casual Leave,2025-12-17,2025-12-17,1,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00477,MG-CTG-HRA-0220,Sumaiya Khatun,HR & Administration,Chattogram Distribution Hub,Casual Leave,2025-01-23,2025-01-25,3,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00478,MG-CTG-HRA-0220,Sumaiya Khatun,HR & Administration,Chattogram Distribution Hub,Unpaid Leave,2025-01-31,2025-02-03,4,Extended Personal Matter,Approved,Md. Imran Hossain
LV-00479,MG-DHK-CST-0221,Arif Mia,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-09-20,2025-09-23,4,Personal / Vacation,Approved,Anika Tasnim
LV-00480,MG-DHK-CST-0221,Arif Mia,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-07-09,2025-07-13,5,Personal / Vacation,Approved,Anika Tasnim
LV-00481,MG-DHK-CST-0221,Arif Mia,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-08-23,2025-08-23,1,Urgent Personal Matter,Approved,Anika Tasnim
LV-00482,MG-GZP-SCL-0222,Jahid Sarker,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-10-05,2025-10-08,4,Personal / Vacation,Approved,Mahmudul Hasan
LV-00483,MG-RAJ-SAM-0223,Kamrul Kabir,Sales & Marketing,Rajshahi Regional Office,Annual Leave,2025-05-22,2025-05-25,4,Personal / Vacation,Approved,Farzana Rahman
LV-00484,MG-GZP-HRA-0224,Mst. Roksana Rashid,HR & Administration,Gazipur Manufacturing Unit,Annual Leave,2025-08-23,2025-08-26,4,Personal / Vacation,Approved,Md. Imran Hossain
LV-00485,MG-GZP-HRA-0224,Mst. Roksana Rashid,HR & Administration,Gazipur Manufacturing Unit,Annual Leave,2025-03-15,2025-03-15,1,Personal / Vacation,Approved,Md. Imran Hossain
LV-00486,MG-DHK-FIN-0225,Rifat Rahman,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-12-02,2025-12-02,1,Fever / Flu,Pending,Shafiqur Rahman
LV-00487,MG-NGJ-PRD-0226,Sabbir Chowdhury,Production,Narayanganj Production Plant,Sick Leave,2025-04-12,2025-04-15,4,Fever / Flu,Approved,Md. Shahidul Islam
LV-00488,MG-GZP-PRD-0227,Ashik Karim,Production,Gazipur Manufacturing Unit,Sick Leave,2025-08-16,2025-08-18,3,Fever / Flu,Approved,Abdul Karim
LV-00489,MG-GZP-PRD-0228,Shuvo Ahmed,Production,Gazipur Manufacturing Unit,Sick Leave,2025-05-26,2025-05-26,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00490,MG-GZP-PRD-0228,Shuvo Ahmed,Production,Gazipur Manufacturing Unit,Annual Leave,2025-12-03,2025-12-07,5,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00491,MG-CTG-CST-0229,Afroza Islam,Corporate Strategy,Chattogram Distribution Hub,Sick Leave,2025-02-02,2025-02-05,4,Medical Appointment,Approved,Anika Tasnim
LV-00492,MG-CTG-CST-0229,Afroza Islam,Corporate Strategy,Chattogram Distribution Hub,Sick Leave,2025-12-21,2025-12-23,3,Medical Appointment,Approved,Anika Tasnim
LV-00493,MG-CTG-CST-0229,Afroza Islam,Corporate Strategy,Chattogram Distribution Hub,Annual Leave,2025-11-08,2025-11-09,2,Personal / Vacation,Approved,Anika Tasnim
LV-00494,MG-GZP-SCL-0230,Rashed Rashid,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-02-20,2025-02-21,2,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00495,MG-GZP-SCL-0230,Rashed Rashid,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-11-27,2025-11-30,4,Personal / Vacation,Approved,Mahmudul Hasan
LV-00496,MG-CTG-SAM-0232,Jannatul Ferdous,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-03-12,2025-03-15,4,Minor Illness,Approved,Tanvir Ahmed
LV-00497,MG-CTG-SAM-0232,Jannatul Ferdous,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-01-31,2025-02-01,2,Fever / Flu,Approved,Tanvir Ahmed
LV-00498,MG-GZP-PRD-0233,Saiful Alam,Production,Gazipur Manufacturing Unit,Casual Leave,2025-11-06,2025-11-06,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00499,MG-GZP-PRD-0233,Saiful Alam,Production,Gazipur Manufacturing Unit,Sick Leave,2025-11-02,2025-11-02,1,Fever / Flu,Approved,Abdul Karim
LV-00500,MG-GZP-PRD-0233,Saiful Alam,Production,Gazipur Manufacturing Unit,Sick Leave,2025-03-29,2025-03-29,1,Fever / Flu,Approved,Abdul Karim
LV-00501,MG-GZP-SCL-0235,Md. Rahim Kabir,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-02-19,2025-02-20,2,Urgent Personal Matter,Rejected,Mahmudul Hasan
LV-00502,MG-GZP-SCL-0235,Md. Rahim Kabir,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-05-19,2025-05-19,1,Personal / Vacation,Approved,Mahmudul Hasan
LV-00503,MG-GZP-PRO-0236,Riyad Kabir,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-05-06,2025-05-06,1,Personal / Vacation,Approved,Maliha Noor
LV-00504,MG-GZP-PRO-0236,Riyad Kabir,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-07-22,2025-07-25,4,Personal / Vacation,Approved,Maliha Noor
LV-00505,MG-GZP-FIN-0237,Saiful Haque,Finance & Accounts,Gazipur Manufacturing Unit,Sick Leave,2025-09-25,2025-09-26,2,Fever / Flu,Approved,Shafiqur Rahman
LV-00506,MG-GZP-FIN-0237,Saiful Haque,Finance & Accounts,Gazipur Manufacturing Unit,Annual Leave,2025-03-30,2025-03-31,2,Personal / Vacation,Approved,Shafiqur Rahman
LV-00507,MG-GZP-FIN-0237,Saiful Haque,Finance & Accounts,Gazipur Manufacturing Unit,Annual Leave,2025-04-29,2025-05-01,3,Personal / Vacation,Approved,Shafiqur Rahman
LV-00508,MG-GZP-PRD-0238,Shuvo Khan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-07-28,2025-07-31,4,Fever / Flu,Approved,Md. Shahidul Islam
LV-00509,MG-GZP-PRD-0238,Shuvo Khan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-03-23,2025-03-23,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00510,MG-GZP-PRD-0238,Shuvo Khan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-09-14,2025-09-18,5,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00511,MG-GZP-PRD-0238,Shuvo Khan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-12-11,2025-12-11,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00512,MG-GZP-PRD-0240,Mahmud Rashid,Production,Gazipur Manufacturing Unit,Casual Leave,2025-07-01,2025-07-02,2,Urgent Personal Matter,Approved,Abdul Karim
LV-00513,MG-GZP-PRD-0240,Mahmud Rashid,Production,Gazipur Manufacturing Unit,Annual Leave,2025-04-12,2025-04-13,2,Personal / Vacation,Pending,Abdul Karim
LV-00514,MG-GZP-PRD-0240,Mahmud Rashid,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-09-23,2025-09-24,2,Extended Personal Matter,Approved,Abdul Karim
LV-00515,MG-CTG-SAM-0241,Anika Khan,Sales & Marketing,Chattogram Distribution Hub,Casual Leave,2025-02-03,2025-02-03,1,Urgent Personal Matter,Approved,Farzana Rahman
LV-00516,MG-CTG-QAS-0242,Moumita Khan,Quality Assurance,Chattogram Distribution Hub,Casual Leave,2025-10-01,2025-10-02,2,Urgent Personal Matter,Approved,Dr. Samira Sultana
LV-00517,MG-CTG-QAS-0242,Moumita Khan,Quality Assurance,Chattogram Distribution Hub,Unpaid Leave,2025-08-27,2025-08-30,4,Extended Personal Matter,Approved,Dr. Samira Sultana
LV-00518,MG-CTG-QAS-0242,Moumita Khan,Quality Assurance,Chattogram Distribution Hub,Sick Leave,2025-02-05,2025-02-08,4,Fever / Flu,Approved,Dr. Samira Sultana
LV-00519,MG-GZP-IT-0243,Rakib Rahman,Information Technology,Gazipur Manufacturing Unit,Annual Leave,2025-01-14,2025-01-14,1,Personal / Vacation,Approved,Sabbir Hossain
LV-00520,MG-GZP-IT-0243,Rakib Rahman,Information Technology,Gazipur Manufacturing Unit,Casual Leave,2025-09-03,2025-09-05,3,Urgent Personal Matter,Approved,Sabbir Hossain
LV-00521,MG-NGJ-PRD-0244,Md. Rahim Uddin,Production,Narayanganj Production Plant,Sick Leave,2025-12-17,2025-12-17,1,Medical Appointment,Approved,Md. Shahidul Islam
LV-00522,MG-NGJ-PRD-0244,Md. Rahim Uddin,Production,Narayanganj Production Plant,Sick Leave,2025-12-25,2025-12-26,2,Medical Appointment,Rejected,Md. Shahidul Islam
LV-00523,MG-NGJ-PRD-0244,Md. Rahim Uddin,Production,Narayanganj Production Plant,Sick Leave,2025-10-30,2025-10-30,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00524,MG-GZP-PRD-0245,Farzana Haque,Production,Gazipur Manufacturing Unit,Annual Leave,2025-09-26,2025-09-27,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00525,MG-GZP-SAM-0246,Mahmud Sarker,Sales & Marketing,Gazipur Manufacturing Unit,Sick Leave,2025-01-24,2025-01-25,2,Minor Illness,Approved,Farzana Rahman
LV-00526,MG-GZP-SAM-0246,Mahmud Sarker,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-03-28,2025-03-29,2,Personal / Vacation,Approved,Farzana Rahman
LV-00527,MG-GZP-SAM-0246,Mahmud Sarker,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-05-13,2025-05-14,2,Personal / Vacation,Approved,Farzana Rahman
LV-00528,MG-RAJ-SCL-0248,Rashed Chowdhury,Supply Chain & Logistics,Rajshahi Regional Office,Sick Leave,2025-01-18,2025-01-21,4,Medical Appointment,Approved,Mahmudul Hasan
LV-00529,MG-RAJ-SCL-0248,Rashed Chowdhury,Supply Chain & Logistics,Rajshahi Regional Office,Sick Leave,2025-03-25,2025-03-28,4,Fever / Flu,Approved,Mahmudul Hasan
LV-00530,MG-CTG-PRD-0249,Ashik Hasan,Production,Chattogram Distribution Hub,Annual Leave,2025-04-04,2025-04-07,4,Personal / Vacation,Approved,Abdul Karim
LV-00531,MG-CTG-PRD-0249,Ashik Hasan,Production,Chattogram Distribution Hub,Annual Leave,2025-02-21,2025-02-22,2,Personal / Vacation,Approved,Abdul Karim
LV-00532,MG-DHK-SAM-0250,Imran Sarker,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-09-19,2025-09-20,2,Personal / Vacation,Approved,Farzana Rahman
LV-00533,MG-DHK-SAM-0250,Imran Sarker,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-11-20,2025-11-23,4,Fever / Flu,Approved,Farzana Rahman
LV-00534,MG-DHK-SAM-0250,Imran Sarker,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-04-18,2025-04-19,2,Fever / Flu,Approved,Farzana Rahman
LV-00535,MG-DHK-HRA-0251,Mst. Roksana Chowdhury,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-01-29,2025-02-02,5,Personal / Vacation,Approved,Nusrat Jahan
LV-00536,MG-DHK-HRA-0251,Mst. Roksana Chowdhury,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-05-03,2025-05-03,1,Urgent Personal Matter,Approved,Nusrat Jahan
LV-00537,MG-NGJ-CUS-0252,Rakib Alam,Customer Service,Narayanganj Production Plant,Casual Leave,2025-07-30,2025-07-30,1,Urgent Personal Matter,Approved,Rashedul Islam
LV-00538,MG-NGJ-CUS-0252,Rakib Alam,Customer Service,Narayanganj Production Plant,Annual Leave,2025-09-17,2025-09-18,2,Personal / Vacation,Approved,Rashedul Islam
LV-00539,MG-GZP-ENG-0253,Saiful Khan,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-03-14,2025-03-17,4,Fever / Flu,Approved,Rakibul Hasan
LV-00540,MG-DHK-PRO-0254,Shafiq Hossain,Procurement,Dhaka Corporate Office,Sick Leave,2025-02-18,2025-02-19,2,Fever / Flu,Approved,Maliha Noor
LV-00541,MG-DHK-PRO-0254,Shafiq Hossain,Procurement,Dhaka Corporate Office,Paternity Leave,2025-01-03,2025-01-09,7,New Child,Approved,Maliha Noor
LV-00542,MG-DHK-PRO-0254,Shafiq Hossain,Procurement,Dhaka Corporate Office,Casual Leave,2025-12-24,2025-12-25,2,Urgent Personal Matter,Approved,Maliha Noor
LV-00543,MG-GZP-PRD-0256,Jahid Haque,Production,Gazipur Manufacturing Unit,Annual Leave,2025-04-09,2025-04-12,4,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00544,MG-GZP-PRD-0256,Jahid Haque,Production,Gazipur Manufacturing Unit,Casual Leave,2025-11-13,2025-11-15,3,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00545,MG-GZP-PRD-0256,Jahid Haque,Production,Gazipur Manufacturing Unit,Sick Leave,2025-05-27,2025-05-28,2,Fever / Flu,Approved,Md. Shahidul Islam
LV-00546,MG-NGJ-PRD-0257,Nazmul Alam,Production,Narayanganj Production Plant,Annual Leave,2025-04-11,2025-04-12,2,Personal / Vacation,Approved,Abdul Karim
LV-00547,MG-NGJ-PRD-0257,Nazmul Alam,Production,Narayanganj Production Plant,Paternity Leave,2025-09-16,2025-09-22,7,New Child,Approved,Abdul Karim
LV-00548,MG-GZP-PRD-0258,Nazmul Hasan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-01-12,2025-01-13,2,Fever / Flu,Approved,Md. Shahidul Islam
LV-00549,MG-GZP-PRD-0258,Nazmul Hasan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-02-09,2025-02-09,1,Medical Appointment,Approved,Md. Shahidul Islam
LV-00550,MG-NGJ-ENG-0259,Rakib Hossain,Engineering & Maintenance,Narayanganj Production Plant,Casual Leave,2025-08-11,2025-08-11,1,Urgent Personal Matter,Approved,Md. Moniruzzaman
LV-00551,MG-NGJ-QAS-0260,Fahim Hasan,Quality Assurance,Narayanganj Production Plant,Sick Leave,2025-05-26,2025-05-28,3,Minor Illness,Approved,Dr. Samira Sultana
LV-00552,MG-NGJ-QAS-0260,Fahim Hasan,Quality Assurance,Narayanganj Production Plant,Sick Leave,2025-06-26,2025-06-29,4,Medical Appointment,Approved,Dr. Samira Sultana
LV-00553,MG-NGJ-QAS-0260,Fahim Hasan,Quality Assurance,Narayanganj Production Plant,Annual Leave,2025-12-19,2025-12-20,2,Personal / Vacation,Approved,Dr. Samira Sultana
LV-00554,MG-RAJ-SAM-0261,Nafisa Islam,Sales & Marketing,Rajshahi Regional Office,Sick Leave,2025-12-15,2025-12-18,4,Minor Illness,Approved,Farzana Rahman
LV-00555,MG-DHK-SAM-0262,Zahid Noor,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-06-06,2025-06-06,1,Personal / Vacation,Approved,Farzana Rahman
LV-00556,MG-DHK-SAM-0262,Zahid Noor,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-09-07,2025-09-09,3,Personal / Vacation,Approved,Farzana Rahman
LV-00557,MG-DHK-SAM-0262,Zahid Noor,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-04-01,2025-04-02,2,Urgent Personal Matter,Approved,Farzana Rahman
LV-00558,MG-DHK-HRA-0263,Ayesha Hasan,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-04-26,2025-04-29,4,Personal / Vacation,Approved,Nusrat Jahan
LV-00559,MG-DHK-HRA-0263,Ayesha Hasan,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-12-03,2025-12-04,2,Personal / Vacation,Approved,Nusrat Jahan
LV-00560,MG-GZP-SAM-0264,Sabbir Chowdhury,Sales & Marketing,Gazipur Manufacturing Unit,Sick Leave,2025-01-23,2025-01-23,1,Medical Appointment,Approved,Farzana Rahman
LV-00561,MG-GZP-PRD-0266,Farhan Islam,Production,Gazipur Manufacturing Unit,Casual Leave,2025-12-31,2025-12-31,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00562,MG-GZP-PRD-0266,Farhan Islam,Production,Gazipur Manufacturing Unit,Annual Leave,2025-04-11,2025-04-13,3,Personal / Vacation,Approved,Abdul Karim
LV-00563,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-02-21,2025-02-23,3,Personal / Vacation,Approved,Anika Tasnim
LV-00564,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-01-26,2025-01-30,5,Personal / Vacation,Approved,Anika Tasnim
LV-00565,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-09-22,2025-09-24,3,Personal / Vacation,Approved,Anika Tasnim
LV-00566,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Dhaka Corporate Office,Unpaid Leave,2025-12-11,2025-12-14,4,Extended Personal Matter,Rejected,Anika Tasnim
LV-00567,MG-DHK-FIN-0268,Mizanur Mahmud,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-09-13,2025-09-14,2,Personal / Vacation,Approved,Sadia Islam
LV-00568,MG-GZP-SCL-0269,Md. Karim Akter,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-03-09,2025-03-11,3,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00569,MG-GZP-SCL-0269,Md. Karim Akter,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-01-22,2025-01-22,1,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00570,MG-DHK-SAM-0270,Shakil Rahman,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-02-22,2025-02-23,2,Medical Appointment,Approved,Farzana Rahman
LV-00571,MG-DHK-SAM-0270,Shakil Rahman,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-01-31,2025-01-31,1,Minor Illness,Approved,Farzana Rahman
LV-00572,MG-NGJ-PRD-0271,Hasan Ferdous,Production,Narayanganj Production Plant,Paternity Leave,2025-10-27,2025-11-02,7,New Child,Approved,Abdul Karim
LV-00573,MG-NGJ-PRD-0271,Hasan Ferdous,Production,Narayanganj Production Plant,Casual Leave,2025-06-01,2025-06-02,2,Urgent Personal Matter,Approved,Abdul Karim
LV-00574,MG-NGJ-PRD-0271,Hasan Ferdous,Production,Narayanganj Production Plant,Sick Leave,2025-11-30,2025-12-01,2,Fever / Flu,Approved,Abdul Karim
LV-00575,MG-GZP-PRD-0272,Arif Rashid,Production,Gazipur Manufacturing Unit,Sick Leave,2025-08-26,2025-08-28,3,Fever / Flu,Approved,Abdul Karim
LV-00576,MG-GZP-PRD-0272,Arif Rashid,Production,Gazipur Manufacturing Unit,Annual Leave,2025-09-07,2025-09-10,4,Personal / Vacation,Pending,Abdul Karim
LV-00577,MG-GZP-PRD-0272,Arif Rashid,Production,Gazipur Manufacturing Unit,Casual Leave,2025-11-14,2025-11-15,2,Urgent Personal Matter,Approved,Abdul Karim
