employee_id,employee_name,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,employment_status,manager,monthly_gross_bdt
MG-GZP-PRD-0240,Mahmud Rashid,Male,,,,,,Production,production,CC-101,Plant Operations Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-10-02,2025-10-22,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0245,Farzana Haque,Female,31,25-34,Dhaka,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-08-02,,Active at FY2025 year-end,Md. Shahidul Islam,76000
MG-GZP-PRD-0247,Shakil Talukder,Male,34,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-01-26,,Active at FY2025 year-end,Md. Shahidul Islam,55500
MG-GZP-PRD-0256,Jahid Haque,Male,22,Under 25,Khulna,No,Diploma,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-12-20,,Active at FY2025 year-end,Md. Shahidul Islam,43000
MG-GZP-PRD-0258,Nazmul Hasan,Male,,,,,,Production,production,CC-101,Production Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-30,2025-03-04,Separated during FY2025,Md. Shahidul Islam,
MG-GZP-PRD-0266,Farhan Islam,Male,41,35-44,Dhaka,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-03-02,,Active at FY2025 year-end,Abdul Karim,32500
MG-GZP-PRD-0272,Arif Rashid,Male,42,35-44,Khulna,No,SSC,Production,production,CC-101,Production Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-12-27,,Active at FY2025 year-end,Abdul Karim,21500
MG-GZP-PRD-0290,Shakil Karim,Male,40,35-44,Dhaka,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-08-06,,Active at FY2025 year-end,Abdul Karim,85500
MG-GZP-PRD-0302,Mehedi Bhuiyan,Male,51,45+,Dhaka,No,Master,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-07-30,,Active at FY2025 year-end,Md. Shahidul Islam,216500
MG-GZP-PRD-0307,Sabbir Noor,Male,31,25-34,Dhaka,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-09-23,,Active at FY2025 year-end,Abdul Karim,24000
MG-GZP-PRD-0315,Tareq Haque,Male,41,35-44,Chattogram,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-05-27,,Active at FY2025 year-end,Abdul Karim,78500
MG-GZP-PRD-0316,Tareq Ferdous,Male,28,25-34,Chattogram,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-14,,Active at FY2025 year-end,Md. Shahidul Islam,19500
MG-GZP-PRD-0322,Mehedi Mia,Male,,,,,,Production,production,CC-101,Shift Officer,Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-11,2025-08-28,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0325,Nayeem Rahman,Male,35,35-44,Sylhet,No,Master,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-13,,Active at FY2025 year-end,Md. Shahidul Islam,72000
MG-GZP-PRD-0326,Farhan Hasan,Male,,,,,,Production,production,CC-101,Shift Officer,Officer,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-03-08,2025-11-11,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0346,Samira Rahman,Female,40,35-44,Dhaka,No,Master,Production,production,CC-101,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-04,,Active at FY2025 year-end,Md. Shahidul Islam,98500
MG-GZP-PRD-0348,Imran Noor,Male,30,25-34,Rajshahi,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-07-01,,Active at FY2025 year-end,Abdul Karim,33500
MG-GZP-PRD-0353,Farhan Islam,Male,29,25-34,Rajshahi,No,HSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-23,,Active at FY2025 year-end,Md. Shahidul Islam,33000
MG-GZP-PRD-0368,Farzana Haque,Female,40,35-44,Rangpur,No,SSC,Production,production,CC-101,Machine Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-07-25,,Active at FY2025 year-end,Abdul Karim,25000
MG-GZP-PRD-0373,Jahid Rashid,Male,46,45+,Dhaka,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-08-21,,Active at FY2025 year-end,Md. Shahidul Islam,24000
MG-GZP-PRD-0375,Asif Khatun,Male,44,35-44,Mymensingh,No,HSC,Production,production,CC-101,Production Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-10-05,,Active at FY2025 year-end,Abdul Karim,29500
MG-GZP-PRD-0376,Saiful Islam,Male,,,,,,Production,production,CC-101,Senior Manager - Production,Senior Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-11-06,2025-01-30,Separated during FY2025,Abdul Karim,
MG-GZP-PRD-0383,Jannatul Bhuiyan,Female,32,25-34,Mymensingh,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-03-27,,Active at FY2025 year-end,Abdul Karim,73500
MG-GZP-PRD-0390,Mahmud Sarker,Male,41,35-44,Rajshahi,No,Bachelor,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-07-19,,Active at FY2025 year-end,Abdul Karim,80500
MG-GZP-PRD-0401,Mahmud Bhuiyan,Male,30,25-34,Rajshahi,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-10-19,,Active at FY2025 year-end,Abdul Karim,36000
MG-GZP-PRD-0409,Hasan Karim,Male,31,25-34,Chattogram,No,HSC,Production,production,CC-101,Production Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-06-14,,Active at FY2025 year-end,Md. Shahidul Islam,21000
MG-GZP-PRD-0415,Raisa Mahmud,Female,34,25-34,Rajshahi,No,Master,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-10-08,,Active at FY2025 year-end,Abdul Karim,67000
MG-GZP-PRD-0439,Zahid Bhuiyan,Male,35,35-44,Rangpur,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-04-14,,Active at FY2025 year-end,Md. Shahidul Islam,99000
MG-GZP-PRD-0440,Shuvo Hasan,Male,36,35-44,Chattogram,No,Bachelor,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-12-17,,Active at FY2025 year-end,Md. Shahidul Islam,69500
MG-GZP-PRD-0456,Rafiq Haque,Male,33,25-34,Sylhet,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-05-12,,Active at FY2025 year-end,Md. Shahidul Islam,60000
MG-GZP-PRD-0460,Rifat Haque,Female,38,35-44,Dhaka,No,SSC,Production,production,CC-101,Machine Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-08-29,,Active at FY2025 year-end,Abdul Karim,31500
MG-GZP-PRD-0462,Tanvir Karim,Male,26,25-34,Rajshahi,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-19,,Active at FY2025 year-end,Abdul Karim,32000
MG-GZP-PRD-0488,Rafiq Hossain,Male,35,35-44,Khulna,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-06-26,,Active at FY2025 year-end,Md. Shahidul Islam,41500
MG-GZP-PRD-0496,Nazmul Khatun,Male,47,45+,Dhaka,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-07-28,,Active at FY2025 year-end,Abdul Karim,22000
MG-GZP-PRD-0499,Md. Rahim Kabir,Male,25,25-34,Dhaka,No,HSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-05-25,,Active at FY2025 year-end,Md. Shahidul Islam,25500
MG-GZP-PRD-0501,Shakil Sarker,Male,27,25-34,Mymensingh,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-09-22,,Active at FY2025 year-end,Md. Shahidul Islam,55000
MG-GZP-PRD-0509,Nusrat Sarker,Female,42,35-44,Rangpur,No,Bachelor,Production,production,CC-101,Shift Supervisor,Senior Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-02-27,,Active at FY2025 year-end,Abdul Karim,79000
MG-GZP-PRD-0515,Zahid Akter,Male,41,35-44,Chattogram,No,Bachelor,Production,production,CC-101,Plant Operations Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-16,,Active at FY2025 year-end,Abdul Karim,144500
MG-GZP-PRO-0085,Mahmud Hossain,Male,30,25-34,Barishal,No,Bachelor,Procurement,procurement,CC-109,Procurement Officer,Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-10,,Active at FY2025 year-end,Ahsan Habib,62500
MG-GZP-PRO-0088,Tareq Bhuiyan,Male,38,35-44,Dhaka,No,Bachelor,Procurement,procurement,CC-109,Sourcing Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-05,,Active at FY2025 year-end,Maliha Noor,55000
MG-GZP-PRO-0236,Riyad Kabir,Male,22,Under 25,Dhaka,No,HSC,Procurement,procurement,CC-109,Purchase Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-31,,Active at FY2025 year-end,Maliha Noor,36000
MG-GZP-PRO-0293,Nazmul Mia,Male,,,,,,Procurement,procurement,CC-109,Procurement Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-06-04,2025-12-28,Separated during FY2025,Maliha Noor,
MG-GZP-PRO-0308,Mehedi Jahan,Male,28,25-34,Rangpur,Yes,Bachelor,Procurement,procurement,CC-109,Sourcing Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2015-12-12,,Active at FY2025 year-end,Ahsan Habib,53000
MG-GZP-PRO-0333,Ahsan Hossain,Male,38,35-44,Rajshahi,No,Master,Procurement,procurement,CC-109,Vendor Management Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-08-10,,Active at FY2025 year-end,Maliha Noor,98500
MG-GZP-PRO-0335,Rafiq Hasan,Male,28,25-34,Rajshahi,No,Bachelor,Procurement,procurement,CC-109,Purchase Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-11,,Active at FY2025 year-end,Ahsan Habib,30000
MG-GZP-PRO-0352,Shafiq Sarker,Male,,,,,,Procurement,procurement,CC-109,Procurement Executive,Executive,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-11-25,2025-11-10,Separated during FY2025,Ahsan Habib,
MG-GZP-QAS-0052,Lubna Ferdous,Female,,,,,,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-04-07,2025-01-26,Separated during FY2025,Dr. Samira Sultana,
MG-GZP-QAS-0091,Anika Alam,Female,25,25-34,Sylhet,No,Bachelor,Quality Assurance,quality_assurance,CC-106,QC Technician,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-14,,Active at FY2025 year-end,Ashikur Rahman,42500
MG-GZP-QAS-0110,Fahim Kabir,Male,25,25-34,Rangpur,No,Diploma,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-09-14,,Active at FY2025 year-end,Ashikur Rahman,42000
MG-GZP-QAS-0126,Mim Sarker,Female,39,35-44,Rajshahi,No,Trade Certificate,Quality Assurance,quality_assurance,CC-106,Quality Inspector,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-10,,Active at FY2025 year-end,Dr. Samira Sultana,31500
MG-GZP-QAS-0138,Saiful Jahan,Male,36,35-44,Rajshahi,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Intern,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-06-10,,Active at FY2025 year-end,Ashikur Rahman,61000
MG-GZP-QAS-0140,Nayeem Noor,Male,26,25-34,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-03-19,,Active at FY2025 year-end,Dr. Samira Sultana,34500
MG-GZP-QAS-0141,Ashik Akter,Male,24,Under 25,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-04-20,,Active at FY2025 year-end,Ashikur Rahman,63000
MG-GZP-QAS-0148,Afroza Akter,Female,21,Under 25,Chattogram,No,Diploma,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-06-27,,Active at FY2025 year-end,Dr. Samira Sultana,42000
MG-GZP-QAS-0168,Sadia Mahmud,Female,27,25-34,Chattogram,No,Trade Certificate,Quality Assurance,quality_assurance,CC-106,Lab Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-11-27,,Active at FY2025 year-end,Ashikur Rahman,27000
MG-GZP-QAS-0181,Tareq Akter,Male,38,35-44,Chattogram,No,Professional Certification,Quality Assurance,quality_assurance,CC-106,Senior Quality Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-07-05,,Active at FY2025 year-end,Ashikur Rahman,73500
MG-GZP-QAS-0277,Zahid Chowdhury,Male,46,45+,Chattogram,No,HSC,Quality Assurance,quality_assurance,CC-106,Quality Inspector,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-10-09,,Active at FY2025 year-end,Dr. Samira Sultana,29000
MG-GZP-QAS-0303,Rakib Rashid,Male,44,35-44,Khulna,No,SSC,Quality Assurance,quality_assurance,CC-106,Quality Inspector,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-10-08,,Active at FY2025 year-end,Dr. Samira Sultana,25500
MG-GZP-QAS-0337,Asif Uddin,Male,29,25-34,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,QC Technician,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-12-10,,Active at FY2025 year-end,Dr. Samira Sultana,33000
MG-GZP-QAS-0338,Tareq Rashid,Male,28,25-34,Mymensingh,No,Master,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-06-21,,Active at FY2025 year-end,Ashikur Rahman,43000
MG-GZP-QAS-0349,Nabila Jahan,Female,46,45+,Sylhet,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Quality Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-02-04,,Active at FY2025 year-end,Ashikur Rahman,144500
MG-GZP-QAS-0396,Maliha Hasan,Female,42,35-44,Sylhet,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Regulatory Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-05-16,,Active at FY2025 year-end,Ashikur Rahman,108500
MG-GZP-QAS-0410,Farzana Talukder,Female,51,45+,Rangpur,No,Master,Quality Assurance,quality_assurance,CC-106,Quality Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-08-14,,Active at FY2025 year-end,Ashikur Rahman,151000
MG-GZP-QAS-0420,Raisa Ahmed,Female,37,35-44,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-02-23,,Active at FY2025 year-end,Ashikur Rahman,46000
MG-GZP-SAM-0012,Sadia Sultana,Female,29,25-34,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-03-16,,Active at FY2025 year-end,Farzana Rahman,97500
MG-GZP-SAM-0027,Mehedi Noor,Male,52,45+,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-09-06,,Active at FY2025 year-end,Farzana Rahman,214000
MG-GZP-SAM-0105,Faria Hasan,Female,35,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-31,,Active at FY2025 year-end,Farzana Rahman,158000
MG-GZP-SAM-0109,Monir Khan,Male,32,25-34,Dhaka,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-04,,Active at FY2025 year-end,Farzana Rahman,44000
MG-GZP-SAM-0142,Md. Rahim Talukder,Male,25,25-34,Chattogram,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-14,,Active at FY2025 year-end,Tanvir Ahmed,65000
MG-GZP-SAM-0204,Sabbir Mia,Male,35,35-44,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Senior Brand Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-10,,Active at FY2025 year-end,Tanvir Ahmed,64000
MG-GZP-SAM-0246,Mahmud Sarker,Male,38,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-10-04,,Active at FY2025 year-end,Farzana Rahman,45000
MG-GZP-SAM-0264,Sabbir Chowdhury,Male,36,35-44,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-04-26,,Active at FY2025 year-end,Farzana Rahman,92000
MG-GZP-SAM-0280,Rakib Ahmed,Male,38,35-44,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-17,,Active at FY2025 year-end,Tanvir Ahmed,45000
MG-GZP-SAM-0284,Nazmul Talukder,Male,38,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-05-05,,Active at FY2025 year-end,Farzana Rahman,115000
MG-GZP-SAM-0350,Tanvir Chowdhury,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-02-04,2025-02-15,Separated during FY2025,Farzana Rahman,
MG-GZP-SAM-0372,Asif Rashid,Male,36,35-44,Mymensingh,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-03,,Active at FY2025 year-end,Tanvir Ahmed,99000
MG-GZP-SAM-0388,Tareq Ahmed,Male,27,25-34,Barishal,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-09-18,,Active at FY2025 year-end,Tanvir Ahmed,66000
MG-GZP-SAM-0444,Monir Ferdous,Male,39,35-44,Khulna,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-02-19,,Active at FY2025 year-end,Farzana Rahman,59500
MG-GZP-SCL-0014,Mahmud Hasan,Male,32,25-34,Chattogram,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Supply Chain Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-11-19,,Active at FY2025 year-end,Rezaul Karim,82000
MG-GZP-SCL-0026,Asif Alam,Male,41,35-44,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-14,,Active at FY2025 year-end,Mahmudul Hasan,70500
MG-GZP-SCL-0063,Md. Karim Noor,Male,33,25-34,Mymensingh,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-04-03,,Active at FY2025 year-end,Mahmudul Hasan,104500
MG-GZP-SCL-0087,Tanvir Rahman,Male,34,25-34,Dhaka,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-09-30,,Active at FY2025 year-end,Mahmudul Hasan,45500
MG-GZP-SCL-0090,Kamrul Mahmud,Male,46,45+,Dhaka,No,Professional Certification,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Senior Manager - Supply Chain,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-18,,Active at FY2025 year-end,Mahmudul Hasan,242500
MG-GZP-SCL-0160,Shafiq Sarker,Male,25,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-10-14,,Active at FY2025 year-end,Mahmudul Hasan,57500
MG-GZP-SCL-0167,Priyanka Sultana,Female,21,Under 25,Rajshahi,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-16,,Active at FY2025 year-end,Rezaul Karim,40000
MG-GZP-SCL-0185,Priyanka Hasan,Female,31,25-34,Mymensingh,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-12-02,,Active at FY2025 year-end,Mahmudul Hasan,59000
MG-GZP-SCL-0194,Nayeem Uddin,Male,41,35-44,Mymensingh,No,Professional Certification,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Supply Chain Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-12-05,,Active at FY2025 year-end,Mahmudul Hasan,82500
MG-GZP-SCL-0211,Hasan Hossain,Male,40,35-44,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Supply Chain Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-24,,Active at FY2025 year-end,Rezaul Karim,88500
MG-GZP-SCL-0222,Jahid Sarker,Male,31,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-09-23,,Active at FY2025 year-end,Mahmudul Hasan,83500
MG-GZP-SCL-0230,Rashed Rashid,Male,25,25-34,Chattogram,No,Diploma,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-03,,Active at FY2025 year-end,Mahmudul Hasan,46000
MG-GZP-SCL-0235,Md. Rahim Kabir,Male,34,25-34,Khulna,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-12-17,,Active at FY2025 year-end,Mahmudul Hasan,35500
MG-GZP-SCL-0269,Md. Karim Akter,Male,29,25-34,Khulna,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-11,,Active at FY2025 year-end,Mahmudul Hasan,102000
MG-GZP-SCL-0329,Hasan Alam,Male,38,35-44,Rajshahi,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-04-20,,Active at FY2025 year-end,Mahmudul Hasan,47000
MG-GZP-SCL-0331,Rafiq Haque,Male,23,Under 25,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-28,,Active at FY2025 year-end,Rezaul Karim,58500
MG-GZP-SCL-0334,Shafiq Islam,Male,29,25-34,Rangpur,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-03-31,,Active at FY2025 year-end,Mahmudul Hasan,63000
MG-GZP-SCL-0356,Rakib Mahmud,Male,29,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-04-20,,Active at FY2025 year-end,Rezaul Karim,46000
MG-GZP-SCL-0377,Sabbir Uddin,Male,25,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-23,,Active at FY2025 year-end,Rezaul Karim,61000
MG-GZP-SCL-0379,Sadia Kabir,Female,26,25-34,Khulna,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-02-17,,Active at FY2025 year-end,Rezaul Karim,21000
